gene_ID,logFC,logCPM,F,PValue,padj
ENSG00000000003,-0.158856842784049,8.35409087340349,1.30432178283456,0.254083670071531,0.454043485343697
ENSG00000000419,0.00653425917445774,6.84805609779855,0.00120372343204595,0.972339850677447,0.987352200757998
ENSG00000001036,-0.092776037288113,9.20199995724971,0.627805969488147,0.428613837844526,0.638301479886962
ENSG00000001167,-1.16067995977316,5.35862931446621,9.65485585846266,0.00201830357332312,0.0133189106849189
ENSG00000001497,-0.397100596788079,7.07316559786304,2.43758208829017,0.119220752285957,0.275026530359027
ENSG00000001630,0.219163361884713,5.66424823476486,0.831608575411188,0.362337109202997,0.573565431812251
ENSG00000002330,0.0271382358635563,5.32678011152824,0.00676376070407987,0.934493849498579,0.97142490837073
ENSG00000002549,-0.0941967525506418,8.08071724005257,0.321797192982781,0.570836245963554,0.753043643901768
ENSG00000002586,0.185073902151405,7.27635503706865,0.936753711092786,0.333677687152488,0.543953576884262
ENSG00000002822,-0.484419527161472,5.23051225035559,1.53191487362645,0.216524922925053,0.408862392198968
ENSG00000002834,-0.396178326783638,6.00500822924452,1.74525554905091,0.187202073797282,0.370520560268951
ENSG00000003056,-0.244694125063478,7.14412476732215,1.34951468872104,0.24603052548268,0.443028095950737
ENSG00000003147,0.157818293380919,5.77455493024984,0.19298212737346,0.660674720529157,0.813950098896612
ENSG00000003402,-0.352581919041409,6.01371835543574,1.41654628726616,0.234652956127492,0.429619433610522
ENSG00000003436,0.224875914493973,8.15200205800805,2.05767720961681,0.152193806793378,0.323282618279218
ENSG00000003509,0.528812569120119,4.90727317977049,1.83447092683627,0.176337177252916,0.356282114413735
ENSG00000003756,-0.3829574411206,5.88416060264977,1.52806133275658,0.217102678122797,0.409613087314195
ENSG00000003989,0.089078903258212,5.21610625318667,0.0650384510471899,0.798829037241017,0.909508222214742
ENSG00000004059,-0.335172895307637,7.39697902918571,4.60639910422598,0.0324319507858666,0.111793907516009
ENSG00000004142,-0.116763606980621,8.11893996245497,0.514902732687026,0.473427790090791,0.676033746935835
ENSG00000004455,0.277463611870983,7.99574688361005,4.3931848790461,0.0366878595566874,0.121123731052548
ENSG00000004478,-0.695195233883751,5.98345687094248,5.02379946600363,0.0255290682662985,0.0940465479522213
ENSG00000004487,-0.263381829518585,6.41316648159368,0.963356312955799,0.326914423691398,0.536501834098798
ENSG00000004534,0.543437807522569,6.11386270701744,4.05126565210092,0.0447835067021552,0.138432926538403
ENSG00000004700,-0.38998868923841,5.3354145272227,1.22133553755374,0.269738866413956,0.471980130259297
ENSG00000004779,0.45757492792019,8.54483790277788,13.7968830379571,0.000231518876590254,0.00243138014240026
ENSG00000004864,-0.30363072849455,6.56784516193814,1.73554373248668,0.188431165688138,0.372298712410856
ENSG00000004866,-1.12904785385374,5.80397153876507,11.3201463602907,0.000837999763138978,0.00678719520389829
ENSG00000004897,-0.0464734323297811,5.97077693226705,0.0202941412902626,0.886787762597994,0.948792419189187
ENSG00000004961,-0.125142936431857,6.28314194625869,0.176212435028811,0.674865809017759,0.825112866846431
ENSG00000005007,-0.261008017275978,5.14358291583415,0.485618767932771,0.48627828156324,0.686030187197864
ENSG00000005022,0.468516340036299,10.5623656854151,24.3416746955913,1.16975330246332e-06,2.83816437050259e-05
ENSG00000005075,0.371506424894118,7.47892637621683,8.78311927583301,0.00321537285953872,0.0192956650600676
ENSG00000005156,-0.676232887035614,5.70247494582028,3.6161143080093,0.0579144951946342,0.166955441514003
ENSG00000005175,-0.364397269727046,6.08529215881336,2.22231012900029,0.136788882879228,0.302191766768907
ENSG00000005194,-0.0178047034268588,7.42073587181402,0.0086272057005628,0.926041520660762,0.967346411501427
ENSG00000005421,-0.0293025005389744,5.76142722295464,0.00593713069971519,0.938618684402106,0.973140342375987
ENSG00000005483,0.0466602116989473,6.76593291678917,0.0370794878703158,0.847397475119605,0.931481401123238
ENSG00000005486,-0.69752015950449,6.60711539334844,7.96781113945285,0.00499066825275654,0.0274340542917642
ENSG00000005700,-0.158640028321595,6.17083134523868,0.284955391531154,0.593757260017184,0.769928499570773
ENSG00000005801,-0.583878540259732,5.77655038877713,2.65959156390718,0.10368564120583,0.251030741654889
ENSG00000005810,0.365864669973696,4.95251928544887,0.928602754206679,0.335787308333732,0.546277643436291
ENSG00000005889,-0.33408668703141,5.53286491575438,0.942667628133696,0.33215814870716,0.541984622821148
ENSG00000005893,0.0479650595933978,7.87830244489522,0.0825606278304563,0.774000244974319,0.895917618540087
ENSG00000006007,-0.300227559499572,5.21075656991934,0.533218913284165,0.465668608624225,0.668879467335033
ENSG00000006015,0.19445455981941,6.67195569867014,0.888301783937744,0.346486134991396,0.558045909546944
ENSG00000006016,-0.0305469192144843,5.53485832693466,0.00624975323644024,0.937026670091162,0.97262089727884
ENSG00000006042,0.0537811952369676,6.95025005624668,0.0448416711250551,0.832399364386656,0.925089046817865
ENSG00000006125,-0.590482333495613,6.51051776537568,6.35087525574655,0.0121065158623201,0.0534214116284505
ENSG00000006282,-0.40003900479263,5.38439006777775,1.0224119523939,0.312536609521477,0.520193952909358
ENSG00000006327,-0.481670766038609,7.96917412466186,4.85122198418455,0.0281755820287059,0.100507193434465
ENSG00000006451,0.140662305894147,6.85707969269926,0.594761908475245,0.441022378756227,0.646370148166428
