gene_ID,logFC,logCPM,F,PValue,padj
ENSG00000000003,-0.50489733420362,8.35409087340349,12.7744033401237,0.00039268763730952,0.00203915010185912
ENSG00000000419,0.464581380955707,6.84805609779855,5.88560818453277,0.0156903789179295,0.0433192834483545
ENSG00000001036,-0.361149365576192,9.20199995724971,9.32199017602239,0.00240989010958995,0.00936828137215596
ENSG00000001167,-2.18405326579295,5.35862931446621,30.3861949158789,6.23047410879712e-08,9.82390441412297e-07
ENSG00000001497,-0.81318973675489,7.07316559786304,9.76894653939834,0.00189954211490661,0.00764844246409821
ENSG00000001630,-0.157182560301131,5.66424823476486,0.413220511157987,0.520694325219423,0.64844875147348
ENSG00000002330,0.311296622100475,5.32678011152824,0.842694554211498,0.359160343576019,0.493461941417967
ENSG00000002549,-0.220267708711069,8.08071724005257,1.72918608985332,0.189240868546425,0.30279405719177
ENSG00000002586,0.270187527947244,7.27635503706865,1.96566570273475,0.161656029562614,0.269732460891885
ENSG00000002822,-0.212537208771732,5.23051225035559,0.291670860727889,0.589441411454043,0.707508965195336
ENSG00000002834,-1.08001671826776,6.00500822924452,12.0985471797425,0.000557956394741901,0.00271690012629945
ENSG00000003056,-0.274676029738155,7.14412476732215,1.66283672441939,0.197938795655123,0.312713297991212
ENSG00000003147,0.986636466773134,5.77455493024984,7.36865711897658,0.00691376586096083,0.0224697390481227
ENSG00000003402,-0.556602071817244,6.01371835543574,3.37573749010655,0.0668776189476209,0.13734188874723
ENSG00000003436,-0.578937636690266,8.15200205800805,13.0149191727146,0.000346682323787288,0.00184101396282891
ENSG00000003509,0.0200702566283746,4.90727317977049,0.00291086057730911,0.956999051504847,0.977135436408631
ENSG00000003756,-0.0572330284290122,5.88416060264977,0.0335343786053514,0.854790180923486,0.904608747587574
ENSG00000003989,0.47600249589014,5.21610625318667,1.78483431735118,0.182288795449846,0.295111771523493
ENSG00000004059,-0.819455635592414,7.39697902918571,26.572147784611,3.93607308058804e-07,5.10510492410831e-06
ENSG00000004142,-0.414307327171193,8.11893996245497,6.33369069230365,0.012222548314154,0.0354825809491351
ENSG00000004455,0.174413883157508,7.99574688361005,1.71264092233671,0.191367178426211,0.305071041450337
ENSG00000004478,-1.04243619684318,5.98345687094248,11.0006347726167,0.000990977079173999,0.00439575254426354
ENSG00000004487,-0.598227967421174,6.41316648159368,4.80262836354352,0.0289713605354743,0.0709350971962528
ENSG00000004534,0.599020856515396,6.11386270701744,4.83929721464283,0.0283687252533953,0.0698240290561269
ENSG00000004700,-1.10781816309151,5.3354145272227,9.19819134468437,0.00257457298921207,0.0098586879974658
ENSG00000004779,0.279871152183125,8.54483790277788,5.09022487718752,0.0245807477358552,0.0621964555778185
ENSG00000004864,-0.270059733855126,6.56784516193814,1.34431223753081,0.246941442171848,0.369591432593813
ENSG00000004866,-0.224527541003595,5.80397153876507,0.452822629791455,0.501372021730772,0.629398552703505
ENSG00000004897,-0.676189611614865,5.97077693226705,4.10089438678797,0.043500098216702,0.0978274282308492
ENSG00000004961,0.19687566291979,6.28314194625869,0.436448237303839,0.509208205125979,0.636646263762403
ENSG00000005007,0.030936038390133,5.14358291583415,0.00675026432137238,0.934559090074557,0.962626378046668
ENSG00000005022,0.00686723871454825,10.5623656854151,0.00522489887479391,0.942411141438377,0.967402711655593
ENSG00000005075,0.315744579536463,7.47892637621683,6.24522292758696,0.012838313707123,0.0370001629607354
ENSG00000005156,-0.727325625669926,5.70247494582028,4.1042466593993,0.0434148204098252,0.0977137241451045
ENSG00000005175,-0.0910755163028685,6.08529215881336,0.136930147685443,0.711540867690234,0.799547167969813
ENSG00000005194,-0.180432244396343,7.42073587181402,0.872891672474688,0.350699185202127,0.484200567452237
