gene_ID,logFC,logCPM,F,PValue,padj
ENSG00000000003,0.0119664921662097,8.35409087340349,0.00754545366439682,0.930821048171747,0.998554735416331
ENSG00000000419,-0.106729409126636,6.84805609779855,0.317587799179365,0.573365217658344,0.955337238591811
ENSG00000001036,0.221328500588415,9.20199995724971,3.61346772300203,0.0580058783577997,0.458994154760464
ENSG00000001167,-0.458201869900912,5.35862931446621,1.58877975745423,0.208208648439295,0.768528840698224
ENSG00000001497,0.215468844872334,7.07316559786304,0.739056404951091,0.390459533274114,0.891366517952667
ENSG00000001630,-0.0114119231064624,5.66424823476486,0.00233762823268855,0.961461338048105,0.998554735416331
ENSG00000002330,0.0358069892843409,5.32678011152824,0.0118644370049964,0.913315408744637,0.99826260889778
ENSG00000002549,-0.00507763638958919,8.08071724005257,0.000947803472058206,0.975454669927702,0.998554735416331
ENSG00000002586,0.295097501104233,7.27635503706865,2.43742284868713,0.119232780654559,0.644112520199369
ENSG00000002822,0.153829496491691,5.23051225035559,0.160153939251278,0.689220700398737,0.9732311505662
ENSG00000002834,-0.294352430782785,6.00500822924452,0.982909677781777,0.322059075708319,0.851683718904203
ENSG00000003056,0.00474545538776643,7.14412476732215,0.000522981017056444,0.981765934424369,0.998554735416331
ENSG00000003147,-0.215109039268519,5.77455493024984,0.35985806305808,0.548912398259124,0.948619837665837
ENSG00000003402,-0.29384495100678,6.01371835543574,1.00813197584419,0.315935721110075,0.848762807651313
ENSG00000003436,0.0610930342926797,8.15200205800805,0.153106576714634,0.695784881069506,0.9732311505662
ENSG00000003509,-0.270074266597723,4.90727317977049,0.486371731400879,0.48594069780041,0.933374810908982
ENSG00000003756,0.0180217971776873,5.88416060264977,0.00349609919815451,0.952878754436418,0.998554735416331
ENSG00000003989,-0.00842391654258221,5.21610625318667,0.000721472956262817,0.978584107545978,0.998554735416331
ENSG00000004059,-0.235622729285837,7.39697902918571,2.33493768235904,0.127261689175737,0.656471087526238
ENSG00000004142,0.34431223572498,8.11893996245497,4.56704517899533,0.0331766460169722,0.341364932421323
ENSG00000004455,0.0557103705768557,7.99574688361005,0.18015671149358,0.671458503094353,0.9732311505662
ENSG00000004478,-0.379657899064662,5.98345687094248,1.5490567273331,0.213977009124011,0.776080273427228
ENSG00000004487,-0.367817912173812,6.41316648159368,1.90664566241475,0.168079335374081,0.721032702296373
ENSG00000004534,0.472009332866318,6.11386270701744,3.11491853096361,0.0783136687481641,0.529840915124298
ENSG00000004700,0.0692144117600541,5.3354145272227,0.040217876628286,0.841153408699737,0.993340327503899
ENSG00000004779,0.152651479949061,8.54483790277788,1.55198763132106,0.213544955870784,0.775512617159123
ENSG00000004864,0.236538013548642,6.56784516193814,1.07545464205875,0.300320352398497,0.841038010591233
ENSG00000004866,-0.356279219930121,5.80397153876507,1.19271146129868,0.275416764693464,0.818851962442384
ENSG00000004897,0.0610428172859194,5.97077693226705,0.036245260902906,0.849102967060152,0.993340327503899
ENSG00000004961,0.0524887625572929,6.28314194625869,0.0318753920218408,0.858388520610206,0.993340327503899
ENSG00000005007,0.0422675004758541,5.14358291583415,0.0131237129173142,0.908850249501783,0.997062976847307
ENSG00000005022,0.164741615816201,10.5623656854151,3.02942342220544,0.0825081072791716,0.54550445006158
ENSG00000005075,0.431361592624118,7.47892637621683,12.0346709986872,0.000576841748703901,0.0222400150921524
ENSG00000005156,0.251875422262968,5.70247494582028,0.534508217005184,0.46513014410684,0.925111440780291
ENSG00000005175,0.0407629432172015,6.08529215881336,0.0288830136342215,0.865132231208677,0.993340327503899
ENSG00000005194,0.278015780126273,7.42073587181402,2.16572111248177,0.141876131528505,0.687281191371734
ENSG00000005421,0.222513587520303,5.76142722295464,0.362620206426349,0.54738341941877,0.948619837665837
ENSG00000005483,-0.00814815634828115,6.76593291678917,0.00111746823780452,0.9733489076426,0.998554735416331
ENSG00000005486,-0.110322975044149,6.60711539334844,0.207484194441987,0.648984632068973,0.971836790081471
ENSG00000005700,-0.291783881499355,6.17083134523868,0.981041315626483,0.322518871285274,0.851683718904203
ENSG00000005801,-0.248488500097288,5.77655038877713,0.501018059529877,0.479450380912038,0.932059633144669
ENSG00000005810,0.273137556433777,4.95251928544887,0.528360095813486,0.467706852865976,0.927165617322327
ENSG00000005889,-0.317430921812366,5.53286491575438,0.863730176085946,0.353237069946506,0.872887044963944
ENSG00000005893,-0.00656206218150988,7.87830244489522,0.00155636683484063,0.968549933730916,0.998554735416331
ENSG00000006007,-0.0324650132802415,5.21075656991934,0.00633704283477265,0.936589348278586,0.998554735416331
ENSG00000006015,0.406582525596245,6.67195569867014,3.96287987570428,0.0471693310209347,0.415518254016967
ENSG00000006016,0.494157772193798,5.53485832693466,1.7435611142514,0.187415839947802,0.742644134613392
ENSG00000006042,-0.0369403110765835,6.95025005624668,0.0213370706267698,0.883935348444986,0.995380422355349
ENSG00000006125,-0.021268370891614,6.51051776537568,0.00854502957816365,0.926393589875854,0.998554735416331
ENSG00000006282,0.146144570757618,5.38439006777775,0.143289692890471,0.705225796519871,0.973780504273279
ENSG00000006327,0.115226946734252,7.96917412466186,0.287158029136349,0.592334532169359,0.956332224514303
ENSG00000006451,-0.0240140498149244,6.85707969269926,0.0176416077629966,0.894398744610826,0.996620703786876
ENSG00000006453,0.178107471989922,5.8852518723737,0.381571362479773,0.537102203476728,0.943329324818293
ENSG00000006530,0.480489798062472,5.74371600046506,1.96738917515848,0.161472731071417,0.714006286882171
ENSG00000006611,0.248588223568071,6.13172165935415,0.451879708062095,0.501817653893963,0.935532229956812
ENSG00000006625,-0.12585365229558,7.04385011254825,0.423639599416389,0.515486647633604,0.941137954691514
ENSG00000006634,-0.0239850876033207,5.51458404129268,0.00531554414453992,0.94191462220645,0.998554735416331
ENSG00000006652,0.011813198426816,7.17160323415655,0.00241751546972517,0.960808873533127,0.998554735416331
ENSG00000006695,-0.0163455940728672,5.300812049483,0.00184401459136686,0.965768424203939,0.998554735416331
ENSG00000006712,-0.124819695090503,6.32406932050728,0.197191288948694,0.657228977737651,0.9732311505662
ENSG00000006715,-0.158022840436262,5.17986110194896,0.169667935728454,0.680619714552556,0.9732311505662
ENSG00000006744,-0.238751196445847,6.8590023714552,0.928306313569241,0.335864369318854,0.859783139542862
ENSG00000006757,-0.243299596237826,5.22810974704811,0.407647497664481,0.52351806759154,0.942184119282606
ENSG00000006831,-0.169779231210315,5.36067487105608,0.214134458057392,0.64378846910121,0.970657078195667
ENSG00000007062,-0.299924828822607,6.13303306308377,0.708987806141805,0.400264897541537,0.891366517952667
